OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
OTU_13595	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	99.040	94
OTU_13596	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.701	76
OTU_13597	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Fungi	97.773	92
OTU_13598	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_13599	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	97.566	100
OTU_13600	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.725	100
OTU_13601	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.585	90
OTU_13602	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	98.318	100
OTU_13603	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	94.991	99
OTU_13604	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum	Fungi	99.793	88
OTU_13605	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae				0	0
OTU_13606	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus insuetus	Fungi	98.664	87
OTU_13607	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	96.252	100
OTU_13608	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.517	100
OTU_13609	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_13610	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	92.683	100
OTU_13611	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	90.613	100
OTU_13612	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Fungi	99.582	90
OTU_13613	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	97.030	100
OTU_13614	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.540	98
OTU_13615	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	92.293	85
OTU_13616	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.470	99
OTU_13617	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium steckii	Fungi	100.000	79
OTU_13618	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.824	78
OTU_13619	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor fragilis	Fungi	98.185	93
OTU_13620	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium aquadulcis	Fungi	95.421	100
OTU_13621	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	92.520	87
OTU_13622	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	91.840	100
OTU_13623	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.830	93
OTU_13624	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides	Fungi	96.825	88
OTU_13625	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Fungi	99.091	93
OTU_13626	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
OTU_13627	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	92.599	100
OTU_13628	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus penicillioides		Fungi	94.841	88
OTU_13629	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	99.603	100
OTU_13630	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	91.408	94
OTU_13631	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium lamellicola		0	0
OTU_13632	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	95.636	100
OTU_13633	Fungi								0	0
OTU_13634	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium			0	0
OTU_13635	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lusitanicus		0	0
OTU_13636	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	93.881	87
OTU_13637	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium ferraniaense	Fungi	95.745	78
OTU_13638	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_13639	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	90.698	94
OTU_13640	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.701	98
OTU_13641	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	92.368	88
OTU_13642	Fungi								0	0
OTU_13643	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	94.545	92
OTU_13644	Fungi	Ascomycota							0	0
OTU_13645	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	93.370	93
OTU_13646	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	98.485	93
OTU_13647	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae			Fungi	91.279	87
OTU_13648	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.212	99
OTU_13649	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.552	98
OTU_13650	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.121	89
OTU_13651	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	99.081	93
OTU_13652	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus insuetus	Fungi	96.334	94
OTU_13653	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	93.542	93
OTU_13654	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.880	98
OTU_13655	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	91.408	90
OTU_13656	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.814	93
OTU_13657	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.000	98
OTU_13658	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	92.969	88
OTU_13659	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor racemosus	Fungi	97.569	98
OTU_13660	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.054	98
OTU_13661	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Fungi	99.273	93
OTU_13662	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.556	100
OTU_13663	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor racemosus	Fungi	96.696	98
OTU_13664	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	98.364	93
OTU_13665	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.243	92
OTU_13666	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.174	92
OTU_13667	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	93.555	88
OTU_13668	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	98.545	93
OTU_13669	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.217	98
OTU_13670	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Fungi	98.718	93
OTU_13671	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	92.060	90
OTU_13672	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	98.182	93
OTU_13673	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae				0	0
OTU_13674	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	98.716	93
OTU_13675	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Waltergamsia	Waltergamsia pilosa	Fungi	99.564	89
OTU_13676	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.124	100
OTU_13677	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum	Fungi	96.634	100
OTU_13678	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	98.745	92
OTU_13679	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.852	100
OTU_13680	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.002	100
OTU_13681	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia			0	0
OTU_13682	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_13683	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.816	89
OTU_13684	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0
OTU_13685	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia			0	0
OTU_13686	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatophorus	Fungi	99.821	96
OTU_13687	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides	Fungi	91.267	100
OTU_13688	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium		Fungi	97.269	94
OTU_13689	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.679	89
OTU_13690	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	94.118	85
OTU_13691	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	97.624	100
OTU_13692	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	92.340	88
OTU_13693	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0
OTU_13694	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	92.000	100
OTU_13695	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides	Fungi	95.926	93
OTU_13696	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	96.693	100
OTU_13697	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	98.214	77
OTU_13698	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	93.220	88
OTU_13699	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	94.336	82
OTU_13700	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	98.000	88
OTU_13701	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides	Eukaryota_kgd_Incertae_sedis	95.896	92
OTU_13702	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.271	100
OTU_13703	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces wortmannii	Fungi	100.000	83
OTU_13704	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae			Fungi	92.029	100
OTU_13705	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	100.000	82
OTU_13706	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	94.041	100
OTU_13707	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces rugulosus	Fungi	96.377	100
OTU_13708	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_13709	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_13710	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	97.764	92
OTU_13711	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		Fungi	98.416	92
OTU_13712	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium ferraniaense	Fungi	95.717	100
OTU_13713	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		Fungi	94.681	83
OTU_13714	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium ferraniaense	Fungi	93.715	99
OTU_13715	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	91.791	100
OTU_13716	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.382	93
OTU_13717	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.903	100
OTU_13718	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	98.351	92
OTU_13719	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.284	99
OTU_13720	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_13721	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	97.400	94
OTU_13722	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	97.172	92
OTU_13723	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.466	90
OTU_13724	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.652	99
OTU_13725	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	94.444	85
OTU_13726	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	94.074	99
OTU_13727	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		Fungi	93.819	84
OTU_13728	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_13729	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		Fungi	94.168	84
OTU_13730	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces rugulosus	Fungi	92.871	96
OTU_13731	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.038	99
OTU_13732	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	98.770	93
OTU_13733	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.168	90
OTU_13734	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.960	93
OTU_13735	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.770	79
OTU_13736	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	91.651	100
OTU_13737	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	92.514	99
OTU_13738	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	94.094	92
OTU_13739	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.405	95
OTU_13740	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.391	92
OTU_13741	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Fungi	99.593	93
OTU_13742	Fungi	Ascomycota	Lecanoromycetes	Lecanorales					0	0
OTU_13743	Fungi	Basidiomycota							0	0
OTU_13744	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora pusilla	Fungi	99.136	92
OTU_13745	Fungi	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae	Caliciopsis		Fungi	96.654	93
OTU_13746	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_13747	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia		Fungi	86.853	80
OTU_13748	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella		Fungi	99.014	91
OTU_13749	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	97.286	92
OTU_13750	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum complicatum	Fungi	98.909	93
OTU_13751	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora pusilla	Fungi	98.920	92
OTU_13752	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora pusilla	Fungi	99.136	92
OTU_13753	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			Fungi	95.876	98
OTU_13754	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales				Fungi	98.889	84
OTU_13755	Fungi	Basidiomycota	Agaricomycetes					Viridiplantae	97.742	94
OTU_13756	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia		Fungi	97.797	92
OTU_13757	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora		Fungi	98.467	93
OTU_13758	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothiora		Fungi	98.394	92
OTU_13759	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Papiliotrema	Papiliotrema plantarum	Fungi	99.299	90
OTU_13760	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella		Fungi	91.429	91
OTU_13761	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae	Fungi	98.936	100
OTU_13762	Fungi	Basidiomycota	Tremellomycetes	Tremellales				Fungi	85.242	80
OTU_13763	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium		Fungi	96.839	95
OTU_13764	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma pseudopenaeus	Fungi	99.556	100
OTU_13765	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae			Viridiplantae	99.656	90
OTU_13766	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides	Fungi	99.775	90
OTU_13767	Fungi								0	0
OTU_13768	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	Udeniomyces megalosporus	Fungi	99.567	100
OTU_13769	Fungi							Viridiplantae	99.160	94
OTU_13770	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae			Viridiplantae	99.487	90
OTU_13771	Fungi	Ascomycota						Fungi	97.122	82
OTU_13772	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces rosae	Fungi	99.083	78
OTU_13773	Fungi	Basidiomycota	Microbotryomycetes	Chrysozymaceae	Yurkovia			Fungi	94.097	92
OTU_13774	Fungi	Ascomycota	Dothideomycetes					Fungi	98.287	92
OTU_13775	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Halotthiaceae	Sulcosporium	Sulcosporium thailandicum	Fungi	99.136	92
OTU_13776	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis		Fungi	97.826	95
OTU_13777	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium		Fungi	99.563	91
OTU_13778	Fungi	Ascomycota	Leotiomycetes	Helotiales				Fungi	90.870	92
OTU_13779	Fungi	Ascomycota							0	0
OTU_13780	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete		Fungi	98.399	94
OTU_13781	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	97.706	94
OTU_13782	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium		Fungi	96.226	92
OTU_13783	Fungi	Ascomycota							0	0
OTU_13784	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Fungi	97.773	93
OTU_13785	Fungi	Ascomycota							0	0
OTU_13786	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.047	93
OTU_13787	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	97.570	100
OTU_13788	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.097	100
OTU_13789	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	89.775	100
OTU_13790	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	98.502	96
OTU_13791	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	92.702	100
OTU_13792	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.327	100
OTU_13793	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae				0	0
OTU_13794	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	94.539	100
OTU_13795	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.822	88
OTU_13796	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium			0	0
OTU_13797	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	91.513	100
OTU_13798	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.701	98
OTU_13799	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.828	100
OTU_13800	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_13801	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor fragilis	Fungi	96.701	98
OTU_13802	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae			Fungi	93.964	88
OTU_13803	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	98.352	93
OTU_13804	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Fungi	98.545	93
OTU_13805	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.579	92
OTU_13806	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
OTU_13807	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber		Fungi	93.069	100
OTU_13808	Fungi	Ascomycota	Eurotiomycetes	Eurotiales				Fungi	95.259	85
OTU_13809	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium steckii	Fungi	98.390	92
OTU_13810	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	92.348	100
OTU_13811	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.294	100
OTU_13812	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.502	100
OTU_13813	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Fungi	99.091	93
OTU_13814	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	93.776	93
OTU_13815	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.154	92
OTU_13816	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	97.054	98
OTU_13817	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	92.190	89
OTU_13818	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_13819	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		Fungi	96.713	98
OTU_13820	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Fungi	98.909	93
OTU_13821	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus insuetus	Fungi	94.320	94
