OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,High_level_taxonomy,HL_hit_percent_id,HL_hit_query_cover,NC25_9,NC25_11,NC25_12,NC25_14,NC25_15,NC25_17,NC25_18,NC25_19,NC25_22,NC25_66,NC25_69,NC25_70,NC25_76,NC25_77,NC25_79,NC25_81,NC25_86,NC25_87,NC25_88,NC25_89,NC25_90,NC25_91,NC25_92,NC25_93,NC25_94,NC25_95,NC25_96,NC25_97,NC25_98,NC25_99,NC25_100,NC25_101,NC25_102,NC25_103,NC25_104,NC25_105,NC25_106,NC25_107,NC25_108,NC25_109,NC25_118,NC25_119,NC25_120,NC25_121,NC25_122,NC25_123,NC25_124,NC25_125,NC25_126,NC25_127,NC25_128,NC25_129,NC25_130,NC25_131,NC25_145,NC25_154,NC25_158,NC25_167,NC25_176,NC25_180,NC25_219,NC25_221,NC25_220,NC25_222,NC25_224,NC25_226,NC25_227,NC25_228,NC25_229,NC25_232,NC25_233,NC25_234,Con_NC25_1,ExNeg,PCRneg1,PCRneg4
OTU_1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ruber,Fungi,99.802,100,0.13105,0,0.0089,0,0.01865,0.0076,0.054549999999999994,0.04605000000000001,0.3567000000000001,0,0.0017999999999999997,0,0.09060000000000001,1.7792999999999999,0.013600000000000001,0.2664,6.340057636887608,0,0,0,0,0,50,0,11.553273427471117,0,0.26275,0,11.913357400722022,12.030075187969924,9.94475138121547,12.386706948640484,100,0,0,0,18.38235294117647,21.088050000000003,11.0503,0,32.288850000000004,6.2347,0.7535,0.0791,66.72444999999999,2.0412500000000002,42.15065,53.061550000000004,17.24495,0.0218,3.0667999999999997,0.01975,7.9140500000000005,1.2107999999999999,15.392561983471074,12.90085,81.13207547169812,16.842105263157894,64.28571428571429,15.315315315315315,33.7805,4.064,2.3609500000000003,18.938307030129124,0,0,0.1369,0.6369,0,3.409090909090909,0,0,0,0,0,0
OTU_2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Myrotheciomycetaceae,Trichothecium,Trichothecium roseum,Fungi,97.706,93,0,0,0,0.15084999999999998,0,0,0,0.00895,0,0,0,0.5453000000000001,0,0,0.0221,0.36575,0,0,0,62.857142857142854,0,0,0,0.1419,0,0,0,0.0027,0,0,2.9005524861878453,2.5176233635448138,0,0,0,0.6756756756756757,0,0,0,0,0.006950000000000001,0.0984,0.00315,93.6377,0.02175,0.020849999999999997,0.2696,0.2459,0,0,0,0.035699999999999996,0,0,2.7892561983471076,2.4643999999999995,0,0,0,6.306306306306307,0,0,0.34995,1.5781922525107603,0,0,0,0.04555000000000001,0,0,0.37725,0.1102,0,0,0,0
OTU_3,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,Fungi,99.625,96,0,0,0.0082,0.0281,0,0,0,0,0,0,0,0.04775,0,0,0,0,0,53.84615384615385,0,0,0,0,0,1.3795,13.607188703465981,43.6784,10.32165,38.4418,13.35740072202166,16.2406015037594,16.574585635359117,20.241691842900302,0,0,2.380952380952381,0,0,1.8138500000000002,0,0,0,0.02315,1.2635999999999998,0.0234,0,8.500000000000001e-4,8e-4,7.000000000000001e-4,0.30955,11.602049999999998,0.37254999999999994,0.12104999999999999,0.62015,0.0653,2.37603305785124,3.2911499999999996,0,0,0,0,0.26355,0.45494999999999997,0,0,0,8.999999999999999e-4,0,0.0984,0,0,1.5095,0,0,0,0,0
OTU_5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,Teichospora pusilla,Fungi,99.568,92,0,0.259,0,0,0,0,0,0,0.00855,0.23824999999999996,0,0,0,0,9.5e-4,0,0,0,0,0,0,0,0,0,0,1.4056,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1e-4,0.02925,0,0,0,0,0,0,0.1217,0.0030499999999999998,0,0,0,0,0,0,1.8867924528301887,2.6315789473684212,0,0,0,0,0,0,77.12759999999999,87.81569999999999,0.2271,0.61845,20.149253731343283,39.20454545454545,7.7366,6.19125,0,100,0,0
OTU_6,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium brevicompactum,Fungi,99.797,93,0,0,0.004900000000000001,0.022400000000000003,0,0,0.0081,0,0.020200000000000003,0.528,0,0.024099999999999996,0.00525,0.2604,0,0,0,0,0,0,0.273224043715847,0,0,33.9519,11.938382541720154,11.948799999999999,5.8533,11.25415,25.63176895306859,14.736842105263158,19.337016574585636,13.897280966767372,0,0,7.653061224489796,5.743243243243243,0,6.17005,3.23525,0,0.76735,0.46675000000000005,1.3401999999999998,0.08915,2.6518999999999995,1.73045,6.1737,0.055450000000000006,4.64575,2.1285499999999997,1.35175,1.3558999999999999,2.74965,0.1263,6.818181818181818,1.29615,9.433962264150944,6.315789473684211,35.714285714285715,18.91891891891892,21.11875,2.5365,0.383,1.291248206599713,0,0,0,0.2201,38.059701492537314,0,67.1752,0,0,0,0,0
OTU_7,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Parasitella,Parasitella quercicola,Fungi,96.906,94,0,0,0.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115,0.00425,12.854949999999999,0.0021000000000000003,0.0019,0.0013,0.0010999999999999998,7.5e-4,0,0,0.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_9,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus penicillioides,Fungi,97.770,93,0,0,0,0,0,0,0,0.01335,0,0,0,0,0,0,0,0.01085,0,0,0,0,0,0,0,0,0.6418485237483954,0,0,0,0,0,1.2430939226519337,4.531722054380665,0,0,0,0,0,0,0,0,0.33175,0.2875,0.0111,0.055850000000000004,0.12635000000000002,0.05959999999999999,2.4036500000000003,14.955449999999999,9.5413,0.00205,0.05115,0.013450000000000002,0,0,2.169421487603306,5.27645,0,0,0,0,0.44805,0,0,1.291248206599713,0,0,0,0.02375,0,0,0,0,0,0,0,0
OTU_10,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ruber,Fungi,100.000,100,0,0.9836999999999999,0,0,0,0,0,0,0,0.1292,0,0,0,0,0,0,0,46.15384615384615,0,0,4.371584699453552,0,0,0,0,4.04145,0,0,0,0,0,0,0,0,0,0,6.801470588235294,5.139200000000001,0,0,0.31615000000000004,81.27575,0.0359,0.009,0.1105,0.04265,0.26105,4.97975,0,0.00885,0,0,0,0,0,0,0,0,0,0,2.3992000000000004,0,0,0,0,0.001,0,0,0,0,0,0.223,0,0,0,0
OTU_11,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi,99.792,90,0,0.20445000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668806161745828,9.31965,0,1.1270499999999999,3.9711191335740073,1.9548872180451127,1.6574585635359116,1.309164149043303,0,0,0,0,0,0.9694499999999999,0,0,0.5091,0.13985,0.019149999999999997,0.004200000000000001,0.0349,0.00645,0.7841,0.0075,1.9954999999999998,18.4817,0.688,0.22410000000000002,4.8437,0.56845,6.921487603305785,7.46995,0,3.1578947368421053,0,0,1.8206,0,0,0,0,5.499999999999999e-4,0,0,0,0,0,0,100,0,0,0
OTU_12,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor circinelloides,Fungi,99.818,93,0.0718,0,0,0,0,0,0,0,0,0,0.0030499999999999998,0.009049999999999999,0,0,0,0,1.0086455331412103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45155,0.011550000000000001,4.67455,0.0073,0,0.00275,0.00195,0.0014500000000000001,0.31405,0,0.24885000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,1.3417999999999999,0,0,0,0
OTU_13,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,Fungi,98.133,92,0,0,0,0.0068000000000000005,0,0.0079,0,0,0,0,0,0.00825,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1.18455,0,0,1.9548872180451127,0,0,0,0,3.5714285714285716,0,1.4705882352941178,0.95485,0,0,0.027,0.045950000000000005,0.0073999999999999995,1.40225,0.21655000000000002,21.787399999999998,0.03135,0.015449999999999998,0.6504500000000001,0.0033000000000000004,7.99225,15.92135,1.4106999999999998,0.8079000000000001,2.8925619834710745,3.2235,0,0,0,0,0.7502,0,0,0,0,0,0,0.149,2.985074626865672,0,0,0,0,0,0,0
OTU_14,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ruber,Fungi,99.802,100,0,0,0,0,0,0,0.0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2154696132596685,0,0,0,0,0,0,0,0,0,0.02425,0.128,0.00265,0.009,0.051949999999999996,0.035199999999999995,24.71725,0.03685,0,0,0,0,0,0,8.574380165289256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,Eukaryota_kgd_Incertae_sedis,100.000,93,0,0,0,0,0,0,0,0.007000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6042296072507553,0,0,0,0,0,0,0,0,0.10245,0.04115,0.026900000000000004,0.0225,0.40235000000000004,19.47085,0.3983,2.9379,2.044,0.0046,0,0,0.1585,0,0,0.74725,0,0,0,0,0.60995,0,0,0,0,0,0,0.20735000000000003,0,0,0,0,0,0,0,0
OTU_16,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Fungi,96.082,98,15.77815,8.784650000000001,2.35175,2.8474,3.69055,0.7322000000000001,6.03475,28.34425,38.77875,1.58915,17.6644,8.082049999999999,38.029650000000004,0.9728999999999999,17.12335,36.031949999999995,0,0,0,0,0,0,0,0,0,0,0,0.0010500000000000002,0.7220216606498195,0,0,0,0,0,0,0,0,0,0,0,0.05625,0,0.005149999999999999,5e-5,0.0017000000000000001,0,0.0029000000000000002,8.500000000000001e-4,0.11839999999999999,0,0.10725,0,0.4164,0,1.962809917355372,0,0,2.6315789473684212,0,0,0.004,0,0.6891,0,0.024149999999999998,0.0708,0,0,0,3.977272727272727,0.47125000000000006,0,0,0,0,0
OTU_17,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Fungi,96.894,98,4.72305,1.33885,0.6529499999999999,2.0027,1.02515,0.45339999999999997,6.0037,47.2593,14.0864,0.7365999999999999,16.9354,0.48555000000000004,34.82545,0.2185,12.325299999999999,34.320800000000006,0,0,0,0,0,0,0,0,0,0,0.39325,0,0,0,0.6906077348066298,0,0,0,0,0,0,0,0,0,0,0,2.5e-4,0,0.0014500000000000001,0,0.001,8e-4,0,0,0.1345,0,0.362,0,1.3429752066115703,0.27425,0,0,0,0,0,0,0,2.8694404591104736,0,0.0026,0,0,0,0,0,0,0,0,0,0
OTU_18,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,Fungi,99.782,91,4.31445,10.253400000000001,15.991900000000001,8.18485,15.88845,6.93315,14.053049999999999,2.744,16.21935,3.1041,14.006950000000002,11.07705,2.9134499999999997,1.6482999999999999,19.93405,1.0965,0,0,0,0,47.950819672131146,0,0,3.9582500000000005,0.6418485237483954,0,0,0.67445,0.7220216606498195,1.2030075187969924,2.2099447513812156,0.8056394763343404,0,0,0,0,0,0.2083,0,0,0.09315000000000001,0,0.00805,0.01035,0,0.018,0.00375,0,0.2627,0.00765,1.6626999999999998,0,0,0,1.5495867768595042,0,0,8.947368421052632,0,0,0,1.54995,0,11.190817790530847,0.0884,0.10445,0,0.15780000000000002,0,0,0,0,0,0,0,0
OTU_20,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor lusitanicus,Fungi,100.000,93,0,0,0.059699999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.39875,0.29625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,6.9826,0.0029000000000000002,0.00395,0.0025,0,0.0023,0,0,0.25165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,Fungi,98.255,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.492939666238768,3.51105,0.91585,10.546599999999998,4.1516245487364625,4.511278195488722,5.110497237569061,6.747230614300101,0,0,0,0,0,0,0,0,0,0,0.02395,0.0033000000000000004,0,0,0,0,0,0.1377,0,0.01095,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0.00285,0,0,0,0,0,0,0,0,0,0
OTU_22,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium steckii,Fungi,99.802,93,0,0,0,0.00975,0.0025,0,0,0,0,0,0,0.014399999999999998,0,0,0,0,0,0,0,14.285714285714286,0,0,0,0,0,0.3523,0,0.1273,6.67870036101083,0,0.9668508287292817,0,0,0,0,0,0,2.0590499999999996,9.84165,0,0.048299999999999996,0.65465,0.07265,0.0329,1.2925499999999999,0.00435,1.4662,0.018600000000000002,1.08495,0.0335,0.9502,47.6653,6.9771,0.37815,7.3347107438016526,5.414149999999999,0,2.6315789473684212,0,7.207207207207207,7.5685,0.91805,0,0,0,0,0,0.26480000000000004,0,0,0.18805000000000002,0,0,0,0,0
OTU_23,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,NA,Fungi,98.864,93,0,0,0.023200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.028499999999999998,0,0,0,0,0,0,0,0,0,0,0,0,3e-4,0.0018499999999999999,5.685,0,9.5e-4,4.4999999999999993e-4,0,5.499999999999999e-4,0,5e-4,0.12915000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_24,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor fragilis,Fungi,98.730,93,0.0436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1527377521613833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.059349999999999,0,0.6869,0,0.0016500000000000002,0,0,0.0012,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_25,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus reticulatus,Fungi,98.321,93,0.01035,0,0,0,0.0031,0,0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0,0.5134788189987163,0,0,0,1.9855595667870036,0,0,0,0,0,0,0,0,0,0.80025,0,2.5433000000000003,0.21225,0.15960000000000002,0.00485,3.8749499999999997,0.00995,0.9807499999999999,1.9398,4.90725,0.033650000000000006,0,0.014099999999999998,0.4699499999999999,0,0.30991735537190085,0.4118,0,0,0,0,3.7565,0,0.11535,0,0,0,0,0.08259999999999999,0,0,0,0,0,0,0,0
OTU_26,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus jensenii,Fungi,99.163,92,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035999999999999995,0,2.1052631578947367,0,0,0,0,0,0,0,0,0,0,0.016800000000000002,0.16475,0.0014000000000000002,0.00785,0.3426,15.520349999999999,0.028549999999999996,0.01505,0,0.00225,2.0942,0.35095,0,0.6191,0,0,0,0,0,0,0.43760000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_27,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor circinelloides,Fungi,99.273,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,2.20815,0,2.0791500000000003,0.0018499999999999999,0.0032,0.0016,8e-4,4e-4,0,0,0.07615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_28,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus penicillioides,Fungi,98.545,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.255639097744361,0,0,0,0,0,0,0,0,0,0,0,0.02195,0,0,0,12.32105,0,0,0,0,0,0,0,0.28065,0,0,0,0,0,0,0,0.23135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_29,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi,98.134,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6957637997432604,0,0,0.11009999999999999,0,0,0,0,0,0,0,0,0,0.3412,0,0,3.92045,0.020300000000000002,0.12079999999999999,0.00415,0.15435000000000001,0.004399999999999999,0.0512,0.00265,0.8382,0.10965000000000001,0.16,0,0,0,0,0,3.7735849056603774,0,0,0,0.175,0,0,0,0,0,0.10815,0,0,0,2.2638499999999997,16.1552,0,0,0,0
OTU_30,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,NA,Fungi,98.730,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51605,0.00735,1.53085,0.00265,0,0.00265,0,0,0,0,0.1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_31,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi,97.757,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4495677233429394,0,0,0,14.344262295081966,0,0,0,5.7766367137355585,5.70635,12.640699999999999,2.5125,0,0,3.729281767955801,5.0352467270896275,0,0,0,0,3.676470588235294,10.6814,8.567,38.41059602649007,1.99525,0.034699999999999995,0.00555,0.0089,0.0035000000000000005,0.016050000000000002,0,7.000000000000001e-4,0.55075,0,1.1398,0.13825,0.16040000000000001,0,0,0,0,0,0,0,0.57325,1.5583500000000001,0,0,0,0,1.16855,0,23.507462686567163,0,1.4146,0,0,0,0,0
OTU_32,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Fungi,97.921,98,2.58125,0.41135000000000005,0,38.03985,2.4627,0.31245,3.76735,0.45835,0.12165,0.21225,5.7043,1.466,1.4188,0.04185,12.1296,2.15735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5524861878453039,0,0,0,0,0,0,0,0,0,0,0,0,8e-4,0,0,0.00115,3.5000000000000005e-4,0,0,0.041,0,0,0,0.8264462809917356,0,0,2.6315789473684212,0,0,0,0,0,0,0,0,0,0.0938,0,0,0.1878,0,0,0,0,0
OTU_33,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi,99.380,92,0,0,0.0574,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3211000000000002,0.7702182284980744,2.89695,0.32665000000000005,0.8332,0,0.7518796992481203,1.5193370165745856,1.7119838872104733,0,0,12.585034013605442,12.162162162162161,0,2.03255,0,0,0.09475,0.06334999999999999,0.18815,0,0.5448999999999999,0.06294999999999999,0.27535,0.0010500000000000002,0.6980500000000001,4.5884,0.39065,0.02125,1.92,0.1943,2.8925619834710745,3.006,0,4.7368421052631575,0,0,0.6751999999999999,0.9769,0,0,0,0.014000000000000002,0,0,0,0,0.662,0,0,0,0,0
OTU_34,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium citrinum,Fungi,100.000,100,0,0,0,0,0.0025499999999999997,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5559000000000003,0,0.17529999999999998,0,0.05645,2.527075812274368,0,1.1049723756906078,0,0,0,0,0,0,2.1648,4.91195,0,0.05915000000000001,4.61925,0.15869999999999998,0.0035999999999999995,3.8133000000000004,0.09015,3.71005,0.0079,1.72465,0.05215,0.2211,0.46515,1.3518000000000001,0,0.9297520661157025,0,0,1.0526315789473684,0,0,4.5488,0,0,0,0,0,0,0.0475,0,0,0,1.8553000000000002,0,0,0,0
OTU_35,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,Fungi,97.719,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.053915275994865,2.0215,0.65125,3.7581,0,2.406015037593985,2.9005524861878453,3.4239677744209467,0,0,0,0,0,0,0,0,5.499999999999999e-4,0,0.012,0.0024500000000000004,0,0,0,0,0,8.500000000000001e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_36,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus penicillioides,Fungi,97.770,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27564999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03775,0.01635,0.0021999999999999997,0,0.009,0.0024500000000000004,0.17535,3.27025,0,0,0,0,0,0,0,1.43245,0,0,0,0,0.11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_38,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sumatraense,Fungi,99.802,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05865000000000001,0,0,0.008400000000000001,0,0,0,0,0.55325,0,0.35209999999999997,17.993299999999998,1.9797999999999998,0.1701,2.37603305785124,2.1189,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
OTU_39,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,NA,Fungi,99.632,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_40,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium ferraniaense,Fungi,100.000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01105,0,0,0,0,0,0,0,0,0,0,0,0,0.39944999999999997,0.03865,0.71215,0.0117,0.17070000000000002,0.0025499999999999997,0,0.00215,0.8901,1.92735,0,0,1.3076499999999998,0.13425,0,0,0,0,0,0,0.18444999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_41,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi,97.944,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6972,1.50875,5.415162454873646,8.270676691729323,0,0,0,0,4.421768707482993,0,0,0,0,11.258278145695364,0.0082,0,0.0013,0.008150000000000001,0,2.8969,0,7.5e-4,0,0,0,0,0,0.14365,0,0,0,0,0,0,0.19525,0,0,0,0,0,0.30560000000000004,0,0,0,0,0,0,0,0,0
OTU_42,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,NA,Fungi,99.266,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026400000000000003,0,1.82115,0,0,0,0,0,0,0.01665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_43,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium ferraniaense,Fungi,99.623,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6567000000000001,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0.011550000000000001,0.017549999999999996,0.7706999999999999,0,0.02915,0.0035000000000000005,0.04395,0,0,2.29045,0.79415,0.015099999999999999,0,0,0,2.39715,0,0,0,0,0.04555000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_44,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor circinelloides,Fungi,99.818,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0.9953,0,0.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_45,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus westerdijkiae,Fungi,100.000,93,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046500000000000005,0,0,0.27624309392265195,0,0,0,0,0,0,0,0,3.9735099337748343,0.2605,0.007000000000000001,0.31315,0.0799,0.17164999999999997,0.0198,2.0944000000000003,0.02995,0.12190000000000001,0.040600000000000004,3.6946,2.9322,0.1041,0.0368,1.6528925619834711,0.34159999999999996,0,0,0,0,0.26204999999999995,0,0,0,0,0,0,0.0201,0,0,0,0,0,0,0,0
OTU_46,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,Fungi,99.782,91,6.31385,0,2.98125,0.26405,18.6665,3.84625,0.3088,0,2.0687,1.33765,0.72485,0.83905,0.3371,0.2736,0.8012999999999999,0.5151,0,0,0,0,0,0,0,2.69975,0,0,0,0.15825,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0,0.00295,0,0.0047,0,0,0,0,0,0.49405,0,0,0,0,0,0,0,0,0,0,0,1.05375,0,0.04305,0.0198,0,0,0,0,0,0,0,0,0,0
OTU_48,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium brevicompactum,Fungi,99.593,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.952503209242619,0,0,0.44615,0,0,0,0,0,0,0,0,0,1.7993,0,0,1.4315,0,0.007149999999999999,0.0036999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,7.835820895522388,0,0,0,0,0,0,0
